Transaction_ID,Transaction_Date,Area,Property_Type,Property_Sub_Type,Property_Size_SqM,Transaction_Amount_AED,Rooms,Parking_Spaces,Transaction_Type,Source_Channel
DXB-100081,2024-06-01,,Apartment,3 BR,189.2,2264163.0,3.0,2,Mortgage,DLD
DXB-100836,2024-03-11,jvc,Townhouse ,4 BR,166.1,1987612.0,4.0,0,Sale,Developer
DXB-100016,15-Jun-2026,Al Barsha,Villa,4 BR,209.2,3903958.0,4.0,1,Mortgage,DLD
DXB-100202,2025-03-02,Jumeirah,Apartment ,2 BR,59.2,1044511.0,,2,Sale,DLD
DXB-100959,2024-05-25,Business Bay,apartment,3 BR,30.4,374600.0,3.0,1,Sale,Developer
DXB-101376,2025-06-02,Jumeirah Lake Towers,Villa,6 BR,29.7,"AED 482,367",6.0,1,Sale,Broker
DXB-100140,2024-06-15,Al Barsha,Apartment,3 BR,168.0,3019393.0,3.0,3,Sale,Developer
DXB-100778,2024-06-30,Mirdif,Townhouse ,3 BR,158.8,2560847.0,3.0,3,Sale,DLD
DXB-100912,2024-02-15,JVC,Hotel Apartment,1 BR,30.5,"AED 385,215",,2,Mortgage,DLD
DXB-100788,2025-12-05,Mirdif,Townhouse ,2 BR,161.3,1109953.0,2.0,1, Sale ,DLD
DXB-100679,2023-07-30,Jumeirah,APARTMENT,1 BR,79.9,2018803.0,1.0,1,Sale,DLD
DXB-101249,2023-11-10,Dubai Hills Estate,Hotel Apartment,Studio,50.4,1197129.0,0.0,0,Mortgage,DLD
DXB-101026,2024-03-16,Business Bay,Hotel Apartment,1 BR,69.7,1908512.0,1.0,2,Sale,Developer
DXB-100624,2026-05-16,Deira,Hotel Apartment,Studio,137.7,1570414.0,0.0,1,Sale,DLD
DXB-100162,2024-11-15,Jumeirah Village Circle,Apartment,Studio,58.9,1006551.0,0.0,3,Sale,Broker
DXB-100113,2025-08-28,Bur Dubai,Villa,5 BR,143.6,659958.0,5.0,1,Sale,Broker
DXB-101128,2025-05-22,Dubai Silicon Oasis,Villa,4 BR,197.3,4770509.0,4.0,3,Sale,Broker
DXB-101407,2025-08-25,Jumeirah Village Circle,APARTMENT,3 BR,35.8,429455.0,3.0,0,Mortgage,DLD
DXB-100207,2024-07-30,Deira,Villa,5 BR,99.1,1839920.0,5.0,3,Sale,DLD
DXB-100962,2025-07-25,International City,Apartment,2 BR,45.6,521498.0,2.0,3,Sale,DLD
DXB-100519,2024-05-22,Bur Dubai,town house,3 BR,319.7,4029239.0,3.0,3,Mortgage,DLD
DXB-101266,2024-07-29,Dubai Hills Estate,APT,1 BR,131.0,1713414.0,1.0,1,Sale,DLD
DXB-101292,2024-06-08,Al Barsha,Villa,4 BR,138.4,2704270.0,4.0,1,Sale,DLD
DXB-100043,2024-12-20,Al Barsha,Apartment,2 BR,71.4,1231198.0,2.0,1,Mortgage,Developer
DXB-100018,2025-07-08,Dubai Silicon Oasis,Townhouse,4 BR,166.5,2125888.0,4.0,3,Sale,DLD
DXB-101484,2023-06-15,Al Barsha,Villa,3 BR,130.5,2514942.0,3.0,0,Mortgage,DLD
DXB-101284,2024-12-04,downtown dubai,Hotel Apartment,1 BR,143.0,3810573.0,1.0,3, Sale ,Broker
DXB-100454,2025-03-19,Deira,Apartment,1 BR,83.5,1365954.0,1.0,3,Sale,DLD
DXB-100430,2026-04-21,Business Bay,Hotel Apartment,Studio,66.0,1663022.0,0.0,0,Sale,DLD
DXB-100476,07-06-2023,Dubai Silicon Oasis,APARTMENT,2 BR,107.5,1360166.0,2.0,1,Mortgage,DLD
DXB-101095,2024-07-26,Dubai Silicon Oasis,apartment,1 BR,100.2,1224677.0,1.0,3,Sale,DLD
DXB-101012,2025-03-28,Arabian Ranches,apartment,3 BR,106.9,1900491.0,3.0,1,Sale,DLD
DXB-101090,2024-03-30,Jumeirah,apartment,Studio,47.1,1438804.0,0.0,0,Sale,Developer
DXB-100005,02-Apr-2023,Dubai Hills Estate,Hotel Apartment,1 BR,88.2,1505920.0,1.0,2,Mortgage,DLD
DXB-100528,2024-12-06,jvc,Townhouse,4 BR,50.6,862793.0,4.0,1,Sale,DLD
DXB-100420,2025-11-10,Al Barsha,Villa,6 BR,70.6,735898.0,6.0,0,Sale,DLD
DXB-101214,2023-02-22,Arabian Ranches,Apartment,3 BR,329.3,5608563.0,3.0,2,Mortgage,DLD
DXB-100369,2026-03-30,Downtown Dubai ,Penthouse,4 BR,184.3,6916784.0,4.0,0,Sale,DLD
DXB-100272,2024-04-07,International City,Apartment,Studio,91.1,1031615.0,0.0,3,Sale, Broker 
DXB-100102,2026-07-22,Dubai Marina,Apartment,1 BR,143.7,3529365.0,1.0,3,Mortgage,Broker
DXB-100275,2025-03-12,Bur Dubai,Apartment,Studio,192.8,1883918.0,0.0,1,Mortgage,DLD
DXB-100269,2023-02-13,Mirdif,Apartment,Studio,92.9,658402.0,0.0,1,Sale,DLD
DXB-100353,2024-07-28,Arabian Ranches,VILLA,3 BR,52.1,867404.0,3.0,2,Sale,Broker
DXB-100325,2026-01-27,Jumeirah,VILLA,4 BR,67.9,1482212.0,4.0,0,Sale,Broker
DXB-100758,2026-08-12,Downtown Dubai ,Apartment,2 BR,104.9,3300889.0,2.0,3,Sale,Broker
DXB-100070,2024-11-22,Palm Jumeirah,Apartment,2 BR,46.9,1822311.0,2.0,3,Sale,DLD
DXB-100466,2023-02-17,Dubai Silicon Oasis,Villa,3 BR,83.8,"AED 1,109,797",3.0,1,Mortgage,DLD
DXB-100046,2024-05-27,Arabian Ranches,Apartment,2 BR,389.5,9232026.0,2.0,1,Sale,Developer
DXB-101233,2026-04-09,Business Bay,Villa,4 BR,58.8,1510871.0,4.0,2,Mortgage,DLD
DXB-100651,2023-10-06,Downtown Dubai ,Penthouse,3 BR,130.3,"AED 5,779,212",3.0,2,Sale,DLD
DXB-100397,17/02/2023,Mirdif,Apartment,2 BR,111.1,966264.0,2.0,0,Sale,DLD
DXB-100050,2025-09-26,Deira,Apartment ,Studio,126.8,1568638.0,0.0,3,Mortgage,DLD
DXB-100408,2024-06-06,International City,Apartment,3 BR,167.4,1241794.0,3.0,3,Mortgage,Broker
DXB-101021,2023-01-05,Dubai Marina,TOWNHOUSE,3 BR,111.5,2156481.0,3.0,2, Sale ,Developer
DXB-100539,2025-05-04,Deira,Townhouse,2 BR,200.8,"AED 3,076,791",2.0,1,Mortgage,DLD
DXB-100004,2026-04-05,Arabian Ranches,Apartment ,Studio,240.3,6252024.0,0.0,2,Sale,DLD
DXB-100516,2026-02-05,Jumeirah Village Circle,Apartment,Studio,107.7,1831239.0,0.0,3,Sale,Developer
DXB-100960,2024-08-07,Mirdif,Apartment,3 BR,61.5,631942.0,3.0,0,Sale,Developer
DXB-101378,2025-12-14,Jumeirah Village Circle,villa,5 BR,112.3,2024657.0,5.0,3,Sale,DLD
DXB-101371,2025-03-02,jvc,Hotel Apartment,1 BR,110.6,1546698.0,1.0,2,Mortgage,DLD
DXB-100532,2023-05-05,Dubai Marina,Apartment ,1 BR,342.1,7939398.0,1.0,2,Sale,Developer
DXB-100676,2024-11-27,Dubai Hills Estate,Hotel Apartment,Studio,107.6,"AED 3,253,638",0.0,0,Mortgage,DLD
DXB-100617,2023-08-21,,APARTMENT,1 BR,73.1,2616653.0,1.0,1, Mortgage ,DLD
DXB-100878,2023-01-19,Jumeirah Village Circle,Villa,4 BR,93.0,1113557.0,4.0,0,Sale,Broker
DXB-100659,2025-08-27,Al Barsha,Apartment,3 BR,296.1,3189635.0,,2,Sale,DLD
DXB-100474,2026-04-02,JLT,Apartment,3 BR,275.6,3956014.0,3.0,0,Sale,Developer
DXB-101114,18/05/2025,Jumeirah Lake Towers,Hotel Apartment,1 BR,80.5,2048750.0,1.0,0,Sale,Developer
DXB-100722,2026-03-09,Jumeirah,Apartment,3 BR,,2619879.0,3.0,2,Sale,DLD
DXB-100358,16/02/2025,Jumeirah Village Circle,Apartment,1 BR,128.1,399952.0,1.0,2,Sale,Broker
DXB-100725,2026-02-17,Mirdif,Apartment,1 BR,66.8,"AED 730,648",1.0,0,Sale, DLD 
DXB-100434,2026-06-23,Business Bay,Apartment ,1 BR,94.1,1785906.0,1.0,1,Mortgage,DLD
DXB-101319,2026-08-01,Dubai Marina,Penthouse,3 BR,143.4,5572240.0,3.0,3,Sale,DLD
DXB-101458,2024-01-03,Downtown Dubai,Hotel Apartment,1 BR,222.4,"AED 9,559,385",1.0,3,Sale,DLD
DXB-100720,2023-06-11,International City,Apartment ,1 BR,163.3,,1.0,3,Sale,DLD
DXB-100804,2024-10-09,Dubai Marina,Apartment ,Studio,257.1,"AED 6,270,446",0.0,3,Sale,DLD
DXB-100855,2026-03-20,,Apartment,3 BR,292.9,7793235.0,3.0,2,Sale,Broker
DXB-101360,04-29-2024,Dubai Marina,Villa ,5 BR,222.5,7376300.0,5.0,1,Sale,DLD
DXB-101326,2024-06-11,Deira,Apartment,Studio,89.7,250000.0,0.0,0,Mortgage,DLD
DXB-100675,2026-06-21,Palm Jumeirah,APARTMENT,Studio,169.5,5134728.0,0.0,3,Sale,Developer
DXB-100649,2023-08-04,Jumeirah,Apartment,2 BR,114.8,2965075.0,2.0,2,Sale,Broker
DXB-101009,03-Jan-2026,Downtown Dubai,Apartment,3 BR,69.4,2288556.0,3.0,0,Sale,Broker
DXB-101397,2024-11-22,Business Bay,Hotel Apartment,2 BR,302.0,4878945.0,2.0,0,Sale,Broker
DXB-100976,2025-03-11,International City,APT,1 BR,48.3,538598.0,1.0,1,Mortgage,Broker
DXB-100188,2025-06-05,Dubai Marina,Townhouse,2 BR,121.8,"AED 2,847,370",2.0,2,Sale,DLD
DXB-101479,2023-09-15,Dubai Silicon Oasis,Apartment ,2 BR,165.8,2457307.0,2.0,3,Mortgage,Developer
DXB-100805,2023-11-27,Deira,APARTMENT,3 BR,75.9,724574.0,3.0,0,Sale,DLD
DXB-100946,2026-06-19,Dubai-Marina,Villa,5 BR,129.4,4178984.0,5.0,1,Mortgage,DLD
DXB-101430,2025-11-20,Bur Dubai,Hotel Apartment,2 BR,79.2,1173286.0,2.0,2,Sale,DLD
DXB-100343,2026-07-14,International City,VILLA,3 BR,186.5,1672088.0,3.0,1,Sale,Developer
DXB-101259,2024-10-23,Dubai Marina,Hotel Apartment,Studio,151.0,3422516.0,0.0,2,Sale,Developer
DXB-100007,2026-02-20,Palm Jumeirah,Townhouse,3 BR,271.4,"AED 10,002,007",3.0,2,Mortgage,DLD
DXB-100820,2026-05-02,downtown dubai,Apartment,1 BR,166.8,6373652.0,1.0,3,Sale,Broker
DXB-101465,2024-07-22,Downtown Dubai ,villa,3 BR,62.9,2236999.0,3.0,3,Sale,DLD
DXB-100215,2025-06-03,Business Bay,Townhouse ,3 BR,292.1,6618656.0,3.0,2,Sale,Developer
DXB-100109,01-20-2024,Business Bay,Hotel Apartment,1 BR,67.4,808848.0,1.0,0,Mortgage,Developer
DXB-100219,2025-09-01,Palm Jumeirah,Apartment,Studio,138.4,4962665.0,0.0,2,Mortgage,DLD
DXB-100803,2024-07-21,Dubai Marina,Villa ,4 BR,84.1,1695944.0,4.0,1,Sale,DLD
DXB-101419,2024-11-07,Downtown Dubai,Hotel Apartment,2 BR,115.5,4044538.0,2.0,3,Mortgage,Developer
DXB-101358,2026-02-02,Arabian Ranches,villa,4 BR,46.3,1158186.0,4.0,2,Mortgage, DLD 
DXB-100612,2024-05-04,,Hotel Apartment,2 BR,8000.0,85000000,2.0,3,Sale,DLD
DXB-100027,2025-09-03,Jumeirah,Apartment,Studio,54.7,1509974.0,0.0,3,Sale,Broker
DXB-100230,2023-10-16,Deira,apartment,3 BR,159.5,1542065.0,3.0,3,Mortgage,Broker
DXB-100506,2023-04-02,Deira,Apartment,1 BR,317.0,2824725.0,1.0,1,Sale,DLD
DXB-100415,2023-04-27,Palm Jumeirah,Apartment,Studio,147.9,3908374.0,0.0,0,Mortgage,Developer
DXB-100052,2025-01-02,Jumeirah,Townhouse,2 BR,86.0,1910892.0,2.0,2,Sale,DLD
DXB-101277,2025-04-19,Jumeirah,Apartment,Studio,112.0,3434283.0,0.0,3,Sale,Broker
DXB-101226,2024-09-05,Palm Jumeirah,Apartment,2 BR,141.3,4771257.0,2.0,1,Sale,DLD
DXB-100586,2023-06-13,Palm Jumeirah,Apartment,3 BR,157.8,6241880.0,3.0,1,Sale,DLD
DXB-100689,2024-04-01,Jumeirah Village Circle,Apartment,1 BR,67.6,871261.0,1.0,2,Mortgage,DLD
DXB-100558,2026-03-29,Jumeirah village circle,Villa ,4 BR,,1032218.0,4.0,1,Sale,DLD
DXB-100196,2025-11-15,Business Bay,villa,3 BR,134.7,2378176.0,3.0,2,Sale,Developer
DXB-101432,2023-04-11,Bur Dubai,apartment,1 BR,187.3,1347409.0,1.0,0,Sale,DLD
DXB-101035,2025-12-11,Dubai Marina ,Villa ,5 BR,78.3,2214314.0,5.0,0,Mortgage,DLD
DXB-100975,2026-06-18,Arabian Ranches,Villa,5 BR,62.0,1122243.0,5.0,2,Sale,DLD
DXB-100064,2023-02-27,Arabian Ranches,Villa,6 BR,396.3,4547070.0,6.0,2,Sale,DLD
DXB-100943,2025-01-19,Mirdif,Apartment,3 BR,59.3,"AED 766,009",3.0,0,Sale,Broker
DXB-100069,2023-04-24,Downtown Dubai,Apartment,Studio,324.2,6088159.0,0.0,0,Sale,Broker
DXB-101080,2024-02-08,Bur Dubai,Apartment,2 BR,283.6,"AED 2,933,258",2.0,3,Sale,DLD
DXB-101203,2026-04-08,Downtown Dubai,Villa,4 BR,235.2,8388075.0,4.0,0,Sale,Developer
DXB-101043,2023-12-25,Downtown Dubai,VILLA,6 BR,130.6,3266730.0,6.0,1,Mortgage,DLD
DXB-100379,2026-01-27,Dubai Hills Estate,villa,6 BR,99.9,2779538.0,6.0,3,Sale,DLD
DXB-100267,06/02/2026,Arabian Ranches,Apartment ,Studio,,2075686.0,0.0,3,Sale,DLD
DXB-100829,16-Dec-2023,Jumeirah Village Circle,Apartment,1 BR,129.9,2050465.0,1.0,2,Mortgage,Broker
DXB-100757,2025-06-12,Dubai Silicon Oasis,Hotel Apartment,Studio,163.2,2345089.0,,2,Sale,Broker
DXB-100138,2025-07-11,Al Barsha,TOWNHOUSE,3 BR,123.3,2958373.0,3.0,0,Sale,DLD
DXB-100574,2024-08-01,Mirdif,Penthouse,2 BR,140.6,2721112.0,2.0,0,Sale,Broker
DXB-100218,2023-04-29,Mirdif,Hotel Apartment,1 BR,66.7,1165091.0,1.0,0,Sale,DLD
DXB-100638,2023-03-31,,Townhouse,2 BR,169.3,4899082.0,2.0,2,Sale,DLD
DXB-100357,2026-05-07,Bur Dubai,Townhouse ,3 BR,97.6,713215.0,3.0,3,Sale,DLD
DXB-100483,2025-08-03,Business Bay,Apartment,1 BR,117.1,1376166.0,1.0,3,Mortgage,Broker
DXB-101047,2024-06-11,Business Bay,Townhouse,2 BR,131.6,3339870.0,2.0,0,Sale,DLD
DXB-100235,2024-10-12,Dubai Silicon Oasis,Townhouse,3 BR,66.4,1322120.0,3.0,2,Sale,DLD
DXB-100693,2025-06-15,Jumeirah Lake Towers,Apartment,Studio,112.8,2387665.0,0.0,2,Sale,DLD
DXB-100237,2023-03-01,Mirdif,Townhouse,3 BR,197.4,966544.0,3.0,1,Sale,DLD
DXB-100783,2025-09-12,Jumeirah,Villa,6 BR,167.8,"AED 3,911,266",6.0,2,Sale,DLD
DXB-101204,2025-05-18,Jumeirah Lake Towers,Apartment,1 BR,122.8,2988672.0,,1,Sale,Broker
DXB-101060,2025-03-26,Jumeirah village circle,Hotel Apartment,1 BR,75.2,985033.0,1.0,3,Sale,Broker
DXB-101236,2024-05-08,Mirdif,apartment,1 BR,145.0,2124849.0,1.0,2,Sale,DLD
DXB-100908,2024-01-26,Jumeirah Village Circle,Apartment,2 BR,104.8,1545134.0,2.0,0,Mortgage,DLD
DXB-100100,2024-11-12,Dubai Hills Estate,Hotel Apartment,2 BR,133.8,2195624.0,2.0,3,Sale,DLD
DXB-100590,2024-01-09,Downtown Dubai,Hotel Apartment,2 BR,46.0,1024532.0,2.0,2,Sale,Developer
DXB-100332,2024-07-24,Business Bay,villa,4 BR,,3550933.0,4.0,3,Sale,Broker
DXB-100995,2025-03-22,Dubai Hills Estate,Apartment,Studio,50.0,"AED 1,520,691",0.0,3,Mortgage,Developer
DXB-100606,2026-01-04,Jumeirah Lake Towers ,Penthouse,4 BR,70.3,1289611.0,4.0,1,Sale,Developer
DXB-100965,2026-03-18,Deira,Apartment,2 BR,77.5,507081.0,2.0,0,Sale,DLD
DXB-101016,2024-04-05,JLT,VILLA,5 BR,107.5,2430523.0,5.0,2,Mortgage,DLD
DXB-100422,2023-10-10,International City,Apartment,2 BR,25.0,"AED 322,477",2.0,3,Sale,Developer
DXB-100258,2026-02-03,Dubai Silicon Oasis,apartment,1 BR,70.0,973670.0,1.0,0,Sale,Broker
DXB-101396,2023-03-14,Jumeirah Lake Towers,Apartment,Studio,41.5,678715.0,0.0,1,Mortgage,Broker
DXB-101177,2023-12-08,Arabian Ranches,Apartment,1 BR,149.5,3972990.0,1.0,2,Mortgage,DLD
DXB-101386,2023-12-25,Business Bay,Villa,6 BR,580.0,14986323.0,6.0,2,Sale,DLD
DXB-101394,2026-05-06,Al Barsha,Townhouse,3 BR,-10.0,3956062.0,3.0,3,Mortgage,DLD
DXB-100866,2026-04-05,Al Barsha,Penthouse,2 BR,107.0,2572536.0,2.0,1,Sale,Broker
DXB-100437,2023-06-26,International City,Apartment,2 BR,95.6,665459.0,2.0,3,Sale,Broker
DXB-100552,2023-05-18,Mirdif,Apartment,3 BR,199.3,2853811.0,3.0,3,Sale,Developer
DXB-100792,2025-10-21,Business Bay,APT,1 BR,235.8,,1.0,0,Sale,DLD
DXB-100072,2024-10-03,Business Bay,Penthouse,3 BR,85.3,3338128.0,3.0,1,Sale,DLD
DXB-100983,2024-11-02,Arabian Ranches,APARTMENT,3 BR,92.4,2301376.0,3.0,3,Mortgage,Developer
DXB-100084,2024-12-14,Dubai Hills Estate,Apartment,2 BR,196.7,4589080.0,2.0,1,Sale,DLD
DXB-100544,2024-11-03,Dubai Marina,apartment,3 BR,97.3,2496655.0,3.0,0,Sale,DLD
DXB-100813,2026-03-08,Palm Jumeirah,Villa ,4 BR,44.0,2967902.0,4.0,0,Sale,Developer
DXB-101172,2024-03-13,Al Barsha,APT,3 BR,168.5,1869078.0,3.0,2,Mortgage,DLD
DXB-100759,2025-09-26,Dubai Silicon Oasis,Apartment ,Studio,37.9,531412.0,0.0,1,Sale,DLD
DXB-101037,31/08/2026,International City,Apartment ,3 BR,,,3.0,1,Sale,Developer
DXB-100904,2023-01-18,Bur Dubai,Hotel Apartment,Studio,101.9,1647551.0,0.0,2,Sale,DLD
DXB-100840,2025-05-29,Bur Dubai,apartment,1 BR,148.5,2085883.0,1.0,0,Mortgage,DLD
DXB-101355,2026-05-03,Deira,Apartment,2 BR,102.3,979078.0,2.0,1,Sale,DLD
DXB-101050,2026-02-07,Jumeirah Lake Towers,villa,5 BR,51.8,,5.0,2,Sale,DLD
DXB-100368,2023-05-08,Palm Jumeirah,Apartment,3 BR,341.7,12573083.0,3.0,2,Sale,Broker
DXB-100450,06-07-2026,Al Barsha,Apartment,1 BR,76.1,"AED 1,147,026",1.0,1,Sale,DLD
DXB-100277,2023-11-28,Business Bay,apartment,2 BR,112.5,"AED 2,577,022",,0,Sale,Broker
DXB-100719,2024-06-04,Business Bay,Hotel Apartment,1 BR,175.8,3975998.0,1.0,1,Sale,DLD
DXB-101454,2026-02-05,International City,Apartment,2 BR,153.9,2275851.0,2.0,2,Sale,Broker
DXB-100704,2023-06-23,Mirdif,Apartment,2 BR,229.3,3314480.0,2.0,3,Sale, DLD 
DXB-100858,2023-09-24,Jumeirah Lake Towers,apartment,Studio,257.7,3777801.0,0.0,2,Mortgage,Developer
DXB-100571,06-May-2025,,Townhouse,3 BR,120.2,1563280.0,3.0,2,Sale,DLD
DXB-101230,2025-11-01,Downtown Dubai,Apartment ,3 BR,52.5,"AED 1,569,551",3.0,2,Sale,DLD
DXB-101483,2023-09-12,Dubai Marina,Apartment,3 BR,217.0,4953619.0,3.0,2,Mortgage,Broker
DXB-100132,2025-11-12,Jumeirah,Villa,4 BR,110.2,3287890.0,4.0,3,Sale,DLD
DXB-100091,2024-05-02,Dubai Hills Estate,Villa,3 BR,100.1,3524069.0,3.0,2,Sale,DLD
DXB-101380,2023-02-02,Mirdif,Apartment,Studio,125.9,1992017.0,0.0,0,Sale,DLD
DXB-100593,2026-07-27,Dubai Silicon Oasis,Villa,6 BR,135.9,1964301.0,6.0,3,Sale,Developer
DXB-100627,2023-09-27,Business Bay,Apartment,2 BR,163.2,2492780.0,2.0,0,Sale,DLD
DXB-100428,2024-10-31,Jumeirah,Apartment ,Studio,31.7,917725.0,0.0,0,Mortgage,DLD
DXB-101065,2023-05-26,Dubai Hills Estate,Hotel Apartment,1 BR,76.9,2383079.0,1.0,1,Mortgage,Broker
DXB-101489,2025-05-31,Dubai Hills Estate,Apartment,2 BR,50.3,2050559.0,2.0,2,Sale,DLD
DXB-100344,2024-04-19,Dubai Silicon Oasis,Townhouse,4 BR,34.5,316194.0,4.0,3,Sale,DLD
DXB-101318,2025-03-31,Deira,Townhouse,3 BR,86.6,1150237.0,3.0,0,Sale,DLD
DXB-100825,2023-01-28,Bur Dubai,Apartment,1 BR,136.8,1051765.0,1.0,1,Sale,DLD
DXB-101149,2025-06-03,Dubai Hills Estate,Penthouse,4 BR,114.8,"AED 5,180,261",4.0,2,Mortgage,Broker
DXB-100425,2024-03-23,Mirdif,Townhouse,2 BR,62.8,741556.0,2.0,3,Mortgage,DLD
DXB-100742,2024-11-13,Mirdif,Penthouse,4 BR,,5426219.0,4.0,1,Sale,DLD
DXB-100876,2023-10-01,Arabian Ranches,Apartment,Studio,137.3,3494364.0,0.0,3,Sale, Broker 
DXB-100180,2025-05-05,Business Bay,Penthouse,2 BR,168.8,3931698.0,2.0,3,Sale,DLD
DXB-100701,2023-06-03,Business Bay,Apartment,1 BR,100.1,1792585.0,1.0,0,Mortgage,Broker
DXB-101006,2023-01-19,Business Bay,Hotel Apartment,Studio,248.2,6219745.0,0.0,2,Sale,DLD
DXB-101159,2024-05-19,Dubai Marina,Townhouse,4 BR,72.2,2104303.0,4.0,0,Sale,DLD
DXB-100106,2023-02-21,Deira,Apartment,Studio,105.7,1450191.0,0.0,3,Sale,DLD
DXB-100518,2026-03-07,Arabian Ranches,Apartment,3 BR,162.0,2773275.0,3.0,2,Sale,DLD
DXB-100958,2023-07-05,Downtown Dubai ,apartment,2 BR,50.5,907857.0,2.0,3,Mortgage,Developer
DXB-100094,2023-08-25,,Apartment,2 BR,52.1,667789.0,2.0,0,Mortgage,DLD
DXB-100768,2026-05-18,Deira,Apartment,2 BR,67.3,693249.0,2.0,2,Mortgage,DLD
DXB-101174,2026-01-10,Palm Jumeirah,Apartment,1 BR,221.9,7371815.0,1.0,0,Mortgage,Broker
DXB-101295,2023-06-23,Mirdif,Apartment,Studio,76.1,1269158.0,0.0,1,Mortgage,DLD
DXB-100375,2025-08-01,Al Barsha,APARTMENT,2 BR,63.1,876952.0,2.0,2,Sale,DLD
DXB-100812,2026-08-20,Arabian Ranches,Hotel Apartment,Studio,89.9,2170872.0,0.0,3,Sale,DLD
DXB-100026,2023-02-16,Downtown Dubai,Apartment,Studio,321.5,9445507.0,0.0,3,Sale,DLD
DXB-100712,2024-02-28,Deira,Townhouse,3 BR,48.8,616398.0,3.0,1,Sale,DLD
DXB-100945,2025-08-24,Arabian Ranches,apartment,1 BR,53.7,1087198.0,1.0,3,Sale,DLD
DXB-100898,2023-07-12,Jumeirah Lake Towers,apartment,3 BR,357.4,7428623.0,3.0,0,Sale,DLD
DXB-101449,2024-06-29,Bur Dubai,Apartment,2 BR,142.8,1725597.0,2.0,3,Sale,DLD
DXB-101271,2026-02-20,Al Barsha,APARTMENT,Studio,236.1,2873459.0,0.0,2,Sale,DLD
DXB-100345,2025-04-05,Jumeirah,town house,4 BR,72.1,1873691.0,4.0,3,Sale,DLD
DXB-101421,2024-08-29,Mirdif,Apartment ,3 BR,62.5,639604.0,3.0,2,Sale, Broker 
DXB-100232,2026-03-22,Arabian Ranches,Hotel Apartment,2 BR,132.6,3778214.0,2.0,2,Mortgage,DLD
DXB-101420,2023-05-08,Arabian Ranches,Villa,3 BR,49.1,776112.0,3.0,2,Mortgage,DLD
DXB-101061,05-Mar-2026,Dubai Marina,Villa ,3 BR,153.1,4737671.0,3.0,2, Sale ,Broker
DXB-100566,2026-01-23,Palm Jumeirah,Townhouse,3 BR,152.5,4030165.0,3.0,1,Sale,Developer
DXB-101032,2024-06-29,Jumeirah Lake Towers,Apartment,2 BR,70.6,1496514.0,2.0,2,Sale,Developer
DXB-100695,2025-11-14,International City,Apartment,1 BR,215.9,2278172.0,1.0,2,Sale,Broker
DXB-100741,2025-07-13,JLT,Apartment,3 BR,52.0,1488884.0,3.0,0,Mortgage,DLD
DXB-101389,2024-04-11,Dubai Silicon Oasis,Apartment,1 BR,48.3,648853.0,1.0,0,Sale,Developer
DXB-100288,2024-06-26,jvc,Apartment,1 BR,115.2,"AED 1,250,873",1.0,2,Mortgage,Broker
DXB-100309,2026-04-30,Mirdif,Apartment,3 BR,126.8,1600278.0,3.0,3,Sale,DLD
DXB-101079,2023-06-17,Jumeirah,Apartment,1 BR,160.4,2484795.0,1.0,0,Sale,DLD
DXB-101411,2024-05-29,Dubai Silicon Oasis,Hotel Apartment,1 BR,80.8,1537819.0,1.0,0,Mortgage,DLD
DXB-100364,2026-06-25,jvc,Villa,6 BR,106.3,2079396.0,6.0,1,Sale,DLD
DXB-100283,2025-07-20,Downtown Dubai,Apartment,3 BR,53.3,1809981.0,3.0,0,Mortgage,DLD
DXB-100808,2025-07-19,Al Barsha,Apartment,Studio,72.5,969326.0,0.0,3,Sale,DLD
DXB-100896,2023-05-15,Al Barsha,Apartment,3 BR,59.2,1093017.0,3.0,3,Sale,Developer
DXB-100078,2023-04-09,Business Bay,Villa,4 BR,90.5,2063147.0,4.0,1,Sale,DLD
DXB-101108,2025-06-06,Al Barsha,Hotel Apartment,1 BR,101.2,1934813.0,1.0,2,Sale,DLD
DXB-100501,2026-02-07,International City,Penthouse,2 BR,54.4,656924.0,2.0,0,Sale,Broker
DXB-101223,2026-04-01,Al Barsha,Villa,5 BR,134.1,"AED 1,280,494",5.0,1,Sale,Developer
DXB-100932,2023-07-27,Arabian Ranches,Apartment,1 BR,60.3,1952009.0,1.0,0,Mortgage,DLD
DXB-100527,2025-08-13,downtown dubai,Hotel Apartment,Studio,116.3,2923199.0,0.0,1,Mortgage,DLD
DXB-100221,2025-08-21,Business Bay,Apartment,3 BR,78.7,1688345.0,3.0,3,Mortgage,Developer
DXB-101197,2025-07-03,Downtown Dubai,villa,6 BR,192.4,"AED 3,092,893",6.0,2,Mortgage,DLD
DXB-100800,2026-04-26,Bur Dubai,Townhouse,2 BR,89.5,1738271.0,2.0,2,Mortgage,Broker
DXB-100883,22-May-2025,Palm Jumeirah,Apartment ,1 BR,106.2,4093819.0,1.0,2,Sale,DLD
DXB-100499,2023-09-04,Palm Jumeirah,Apartment,1 BR,91.2,4233921.0,,1,Sale,DLD
DXB-100281,2024-12-15,Jumeirah,Apartment,2 BR,192.4,4141180.0,2.0,2,Sale,DLD
DXB-100494,2024-01-08,Bur Dubai,town house,3 BR,146.8,2038980.0,3.0,1,Sale,DLD
DXB-100953,2026-01-29,Palm Jumeirah,APARTMENT,3 BR,64.1,1426866.0,3.0,3,Sale,Broker
DXB-100037,2026-07-26,Jumeirah Village Circle,Apartment,2 BR,193.5,2919092.0,2.0,2,Sale,DLD
